"lead_id","created_at","source","campaign_id","triage_category","lead_status","lead_score","company_size","industry","persona","region","preferred_channel","gdpr_consent","email","phone","assigned_engagement_agent","last_active_at"
"L0003763","2025-07-25T03:34:16","Outbound","CMP0029","Cold Lead","Open","43","201-1000","Media","Marketing Manager","India","Ads","True","okrywr@example.com","+1-642-214-1284","EN-018","2025-07-25T17:16:19"
"L0003764","2025-06-19T11:01:00","LinkedIn","CMP0007","Campaign Qualified","Open","76","51-200","E‑commerce","Founder","US","SMS","True","vayllg@example.com","+1-935-902-5347","EN-012","2025-07-11T00:32:50"
"L0003765","2025-05-04T18:36:58","Website","CMP0026","Cold Lead","Qualified","64","51-200","E‑commerce","Marketing Manager","EU","SMS","False","tdcddf@example.com","+1-260-823-5848","EN-008","2025-08-14T20:23:25"
"L0003766","2025-05-11T15:16:39","Website","CMP0018","General Inquiry","Open","60","201-1000","Manufacturing","CMO","MEA","Ads","True","wekaex@example.com","+1-847-951-8198","EN-009","2025-07-17T03:28:22"
"L0003767","2025-08-08T14:31:44","LinkedIn","CMP0027","Cold Lead","Qualified","40","51-200","FinTech","Founder","MEA","Social","False","nldrae@example.com","+1-774-346-6713","EN-007","2025-08-27T11:51:22"
"L0003768","2025-07-23T09:30:21","LinkedIn","CMP0011","Campaign Qualified","New","86","11-50","EdTech","Procurement","US","Social","True","ejiukw@example.com","+1-264-816-6555","EN-010","2025-08-12T07:19:32"
"L0003769","2025-07-28T18:29:24","Website","CMP0020","Campaign Qualified","Qualified","73","51-200","EdTech","Founder","LATAM","Ads","True","abtfzv@example.com","+1-886-553-2093","EN-009","2025-08-18T22:37:16"
"L0003770","2025-06-17T22:05:38","LinkedIn","CMP0015","Campaign Qualified","Open","48","1001-5000","Manufacturing","Marketing Manager","India","Call","False","kazvsx@example.com","+1-998-722-7392","EN-016","2025-07-08T11:54:49"
"L0003771","2025-07-28T11:22:33","Website","CMP0022","Campaign Qualified","Qualified","80","201-1000","Retail","Founder","MEA","Ads","True","dkscer@example.com","+1-568-571-2965","EN-010","2025-08-14T10:41:39"
"L0003772","2025-08-16T11:25:43","Outbound","CMP0017","Campaign Qualified","New","50","11-50","SaaS","Procurement","US","Email","True","bjwpbr@example.com","+1-304-816-1493","EN-015","2025-08-22T03:09:43"
"L0003773","2025-08-19T04:28:26","Outbound","CMP0018","Cold Lead","New","44","1-10","HealthTech","Procurement","US","SMS","True","arvwxy@example.com","+1-672-380-8966","EN-002","2025-08-21T11:40:12"
"L0003774","2025-06-20T10:50:37","LinkedIn","CMP0022","Campaign Qualified","Converted","44","5000+","FinTech","Engineer","US","Social","False","gkthvf@example.com","+1-846-978-8719","EN-010","2025-07-07T23:47:13"
"L0003775","2025-05-29T21:37:14","LinkedIn","CMP0016","Cold Lead","Qualified","24","11-50","SaaS","Marketing Manager","India","Social","True","hfeugc@example.com","+1-935-237-2123","EN-019","2025-06-20T02:32:07"
"L0003776","2025-08-15T14:53:31","Event","CMP0029","General Inquiry","Open","69","11-50","FinTech","Sales Lead","MEA","Social","True","icphkh@example.com","+1-535-597-3258","EN-019","2025-08-26T11:37:49"
"L0003777","2025-08-17T07:00:38","Google Ads","CMP0008","Campaign Qualified","Converted","23","11-50","E‑commerce","Procurement","India","Call","True","gwskbn@example.com","+1-405-543-7421","EN-007","2025-08-28T19:16:02"
"L0003778","2025-06-25T06:47:44","Referral","CMP0027","General Inquiry","Open","35","1001-5000","SaaS","Founder","MEA","SMS","True","bolpjb@example.com","+1-570-227-1847","EN-005","2025-07-14T10:35:34"
"L0003779","2025-07-11T19:47:41","Referral","CMP0010","Cold Lead","New","18","1-10","Media","Sales Lead","US","Ads","True","czigtv@example.com","+1-395-653-2643","EN-017","2025-07-23T04:15:48"
"L0003780","2025-06-20T16:06:52","Outbound","CMP0027","Cold Lead","Open","58","1001-5000","FinTech","CMO","LATAM","Email","True","soblwx@example.com","+1-719-995-6300","EN-020","2025-08-20T15:19:08"
"L0003781","2025-08-25T07:31:57","Website","CMP0020","Campaign Qualified","Open","56","5000+","FinTech","Founder","MEA","SMS","True","vuyfng@example.com","+1-702-737-8052","EN-005","2025-08-27T19:10:08"
"L0003782","2025-06-23T06:53:25","Referral","CMP0003","Cold Lead","New","53","5000+","SaaS","Founder","LATAM","SMS","True","igzwwt@example.com","+1-213-871-9172","EN-018","2025-08-01T16:57:37"
"L0003783","2025-05-14T07:04:53","Partner","CMP0004","Cold Lead","Unqualified","39","1-10","Media","Sales Lead","MEA","Email","True","hranke@example.com","+1-507-888-7715","EN-010","2025-07-26T03:21:47"
"L0003784","2025-05-30T10:46:56","Website","CMP0012","Campaign Qualified","Open","36","201-1000","Retail","CMO","US","Web","True","vtyofr@example.com","+1-784-435-1221","EN-003","2025-07-07T14:04:12"
"L0003785","2025-08-07T10:56:07","Event","CMP0019","Campaign Qualified","Open","69","1001-5000","FinTech","Marketing Manager","MEA","Ads","True","cchrwh@example.com","+1-749-667-6229","EN-013","2025-08-18T04:29:47"
"L0003786","2025-06-09T02:37:46","Outbound","CMP0004","Cold Lead","Qualified","48","1-10","Media","Sales Lead","MEA","Email","True","lcdkia@example.com","+1-834-725-7002","EN-013","2025-08-06T13:29:27"
"L0003787","2025-05-17T02:34:46","Website","CMP0019","General Inquiry","New","66","1-10","SaaS","Founder","EU","Social","False","qfocms@example.com","+1-347-295-8100","EN-012","2025-08-22T09:24:42"
"L0003788","2025-05-19T18:10:13","Website","CMP0024","Cold Lead","Open","42","1001-5000","E‑commerce","CMO","MEA","Call","False","rnpgwl@example.com","+1-348-753-1974","EN-013","2025-07-05T10:18:59"
"L0003789","2025-07-14T04:56:04","Google Ads","CMP0005","Campaign Qualified","New","63","5000+","FinTech","Procurement","MEA","Email","True","brtvio@example.com","+1-417-485-4014","EN-003","2025-08-25T00:53:42"
"L0003790","2025-05-23T18:34:52","Partner","CMP0004","Cold Lead","Unqualified","86","5000+","FinTech","Procurement","LATAM","Call","True","pgivbr@example.com","+1-489-454-4429","EN-006","2025-06-10T21:44:30"
"L0003791","2025-05-30T20:58:19","LinkedIn","CMP0023","Campaign Qualified","Unqualified","71","51-200","HealthTech","CMO","India","Ads","False","stebmz@example.com","+1-856-312-1402","EN-011","2025-08-09T03:40:24"
"L0003792","2025-05-06T18:24:57","Outbound","CMP0019","Cold Lead","Qualified","51","5000+","EdTech","Engineer","India","Email","True","otkzey@example.com","+1-419-611-5006","EN-012","2025-05-26T03:46:11"
"L0003793","2025-05-09T11:55:36","Referral","CMP0017","Campaign Qualified","New","65","11-50","EdTech","Engineer","EU","Ads","False","muhixa@example.com","+1-830-508-7863","EN-004","2025-08-03T18:54:39"
"L0003794","2025-06-23T18:21:51","LinkedIn","CMP0014","Campaign Qualified","Open","55","1-10","E‑commerce","Procurement","MEA","Email","True","ifwaea@example.com","+1-628-298-3864","EN-019","2025-08-18T10:14:30"
"L0003795","2025-06-01T22:01:32","LinkedIn","CMP0005","Cold Lead","Qualified","60","201-1000","E‑commerce","Procurement","US","Ads","False","plyyfn@example.com","+1-713-523-1605","EN-015","2025-07-26T14:44:47"
"L0003796","2025-05-06T17:03:15","Google Ads","CMP0030","Campaign Qualified","Open","53","11-50","HealthTech","Founder","EU","Social","True","sqaeea@example.com","+1-251-305-2906","EN-006","2025-06-27T10:48:21"
"L0003797","2025-06-15T18:53:21","LinkedIn","CMP0021","General Inquiry","Qualified","56","11-50","FinTech","Founder","EU","Email","False","bbovso@example.com","+1-551-250-7355","EN-014","2025-07-21T23:10:19"
"L0003798","2025-08-25T17:36:28","Event","CMP0027","Campaign Qualified","Open","64","1-10","EdTech","Founder","US","Web","True","crdqzo@example.com","+1-211-612-9778","EN-019","2025-08-26T16:20:49"
"L0003799","2025-05-18T00:33:08","Referral","CMP0010","Campaign Qualified","Qualified","40","201-1000","EdTech","Procurement","India","Call","False","ehygpo@example.com","+1-653-608-4754","EN-019","2025-06-10T11:45:48"
"L0003800","2025-07-13T11:12:17","Website","CMP0015","Campaign Qualified","New","39","5000+","Retail","Marketing Manager","India","Web","False","axjyjt@example.com","+1-627-450-6506","EN-010","2025-07-18T19:34:37"
"L0003801","2025-07-24T04:01:57","Referral","CMP0021","Campaign Qualified","New","32","51-200","Manufacturing","Sales Lead","MEA","Ads","True","pyzyoq@example.com","+1-613-449-3227","EN-010","2025-08-28T02:51:26"
"L0003802","2025-06-10T14:42:30","Partner","CMP0011","Campaign Qualified","Open","27","5000+","Manufacturing","Founder","US","Social","False","gnqcdt@example.com","+1-839-742-7030","EN-006","2025-06-13T00:14:00"
"L0003803","2025-07-05T23:17:39","Referral","CMP0014","Campaign Qualified","Qualified","35","1001-5000","HealthTech","CMO","India","Email","True","mhjkzn@example.com","+1-580-618-1754","EN-006","2025-08-26T00:41:48"
"L0003804","2025-07-26T04:26:41","Google Ads","CMP0003","Cold Lead","Qualified","63","5000+","Retail","Procurement","US","Social","True","owuaqo@example.com","+1-932-518-1533","EN-006","2025-08-21T01:00:24"
"L0003805","2025-08-23T11:06:55","Google Ads","CMP0027","Campaign Qualified","Qualified","42","1-10","SaaS","Engineer","India","Social","True","pnlxoi@example.com","+1-477-344-4018","EN-001","2025-08-26T13:44:06"
"L0003806","2025-07-13T05:25:23","LinkedIn","CMP0026","Campaign Qualified","Open","70","1001-5000","Retail","Founder","EU","Ads","False","xmncvr@example.com","+1-597-802-1870","EN-020","2025-08-03T11:31:51"
"L0003807","2025-05-29T21:50:16","Outbound","CMP0008","Campaign Qualified","Open","60","51-200","Media","Sales Lead","LATAM","SMS","False","ogwnev@example.com","+1-736-626-2413","EN-020","2025-07-20T04:01:32"
"L0003808","2025-05-25T08:25:43","Referral","CMP0014","Cold Lead","Unqualified","20","201-1000","Manufacturing","Sales Lead","MEA","Web","True","tqplde@example.com","+1-514-307-8553","EN-017","2025-08-04T02:42:20"
"L0003809","2025-07-18T04:05:43","Google Ads","CMP0002","Campaign Qualified","Open","73","201-1000","FinTech","Marketing Manager","LATAM","Web","False","xrsdph@example.com","+1-326-840-6956","EN-016","2025-07-21T12:54:52"
"L0003810","2025-08-01T06:21:42","Referral","CMP0013","Cold Lead","Open","76","11-50","FinTech","Marketing Manager","MEA","SMS","False","iibljp@example.com","+1-434-266-5400","EN-007","2025-08-04T00:22:41"
"L0003811","2025-08-24T11:30:07","Outbound","CMP0012","Campaign Qualified","New","40","1001-5000","HealthTech","Founder","India","Ads","True","ginytj@example.com","+1-756-413-4787","EN-017","2025-08-27T21:18:43"
"L0003812","2025-05-09T15:12:55","Referral","CMP0004","Cold Lead","Open","68","11-50","Manufacturing","Founder","LATAM","Call","False","qtrjxm@example.com","+1-995-662-6971","EN-005","2025-07-06T22:19:39"
"L0003813","2025-05-09T20:44:27","Google Ads","CMP0023","Campaign Qualified","Open","42","11-50","HealthTech","Marketing Manager","MEA","Ads","True","rjxzhw@example.com","+1-752-566-1917","EN-001","2025-08-01T04:28:32"
"L0003814","2025-05-08T01:12:17","Website","CMP0016","General Inquiry","Qualified","61","1001-5000","EdTech","CMO","MEA","Social","False","ncsinm@example.com","+1-397-499-1507","EN-009","2025-08-23T15:19:40"
"L0003815","2025-07-16T10:02:16","Google Ads","CMP0024","Campaign Qualified","Qualified","34","1-10","HealthTech","Sales Lead","US","SMS","True","mfrvtc@example.com","+1-267-314-9296","EN-005","2025-08-04T05:35:14"
"L0003816","2025-05-11T23:12:23","Referral","CMP0002","Cold Lead","Open","24","5000+","E‑commerce","Sales Lead","LATAM","SMS","False","hykayw@example.com","+1-505-372-1002","EN-012","2025-05-18T09:04:00"
"L0003817","2025-05-12T21:15:16","Google Ads","CMP0029","Campaign Qualified","New","52","1001-5000","FinTech","Sales Lead","US","Call","False","eydpuv@example.com","+1-771-691-1076","EN-020","2025-05-20T16:16:45"
"L0003818","2025-08-22T02:26:25","Website","CMP0010","Campaign Qualified","New","57","201-1000","Retail","CMO","India","Ads","False","kiqgam@example.com","+1-896-500-3413","EN-012","2025-08-23T19:36:59"
"L0003819","2025-05-25T10:10:05","Website","CMP0003","General Inquiry","Qualified","52","51-200","FinTech","Founder","MEA","SMS","False","ywifjy@example.com","+1-859-721-4312","EN-016","2025-05-29T07:26:32"
"L0003820","2025-05-25T03:19:29","Event","CMP0015","Cold Lead","Open","36","51-200","E‑commerce","Engineer","MEA","SMS","True","dssnrn@example.com","+1-915-841-5410","EN-016","2025-07-26T20:25:56"
"L0003821","2025-05-16T09:23:41","Referral","CMP0025","Cold Lead","Qualified","52","201-1000","E‑commerce","Sales Lead","India","Ads","False","oevkwb@example.com","+1-986-464-2917","EN-012","2025-07-19T03:51:56"
"L0003822","2025-05-06T17:35:53","Outbound","CMP0021","Campaign Qualified","Unqualified","65","1-10","SaaS","Marketing Manager","India","Email","True","mefiyc@example.com","+1-374-739-7894","EN-003","2025-06-20T03:08:54"
"L0003823","2025-05-24T05:41:48","Event","CMP0017","Cold Lead","Qualified","59","51-200","Media","Founder","US","SMS","True","ccptsv@example.com","+1-504-373-6693","EN-008","2025-06-24T18:46:44"
"L0003824","2025-05-27T15:26:17","Outbound","CMP0008","Campaign Qualified","Qualified","63","11-50","SaaS","Engineer","MEA","Ads","True","vpirya@example.com","+1-212-948-6193","EN-018","2025-07-25T12:26:40"
"L0003825","2025-05-31T05:26:33","Google Ads","CMP0017","Campaign Qualified","New","46","51-200","EdTech","Procurement","India","Call","True","lznpsz@example.com","+1-340-872-6552","EN-004","2025-07-22T19:52:29"
"L0003826","2025-08-06T06:04:54","Website","CMP0018","General Inquiry","Open","83","11-50","EdTech","Procurement","US","Email","True","ufokpj@example.com","+1-464-807-8952","EN-001","2025-08-17T02:44:11"
"L0003827","2025-07-05T20:30:07","Outbound","CMP0010","Campaign Qualified","Open","36","11-50","FinTech","CMO","India","Call","False","adansi@example.com","+1-696-512-4482","EN-017","2025-07-19T20:31:49"
"L0003828","2025-07-23T02:45:23","Referral","CMP0005","Cold Lead","Open","69","1001-5000","Media","Sales Lead","LATAM","Email","False","otbjsc@example.com","+1-647-796-3587","EN-019","2025-08-22T10:55:16"
"L0003829","2025-06-12T12:49:08","Website","CMP0021","Cold Lead","Qualified","83","11-50","EdTech","Marketing Manager","LATAM","SMS","True","fuqdis@example.com","+1-494-861-9926","EN-003","2025-06-22T19:17:04"
"L0003830","2025-06-20T02:19:52","Outbound","CMP0016","Campaign Qualified","Qualified","69","11-50","Retail","Procurement","LATAM","Email","False","blidem@example.com","+1-276-739-8201","EN-003","2025-06-21T21:38:26"
"L0003831","2025-05-08T11:47:35","Website","CMP0007","Campaign Qualified","New","55","51-200","FinTech","Engineer","MEA","Ads","True","mekdqu@example.com","+1-763-704-9267","EN-008","2025-07-29T20:30:14"
"L0003832","2025-05-08T06:13:54","Event","CMP0002","General Inquiry","Qualified","49","51-200","Manufacturing","Engineer","APAC","Call","True","enhkcw@example.com","+1-953-371-8693","EN-001","2025-05-24T11:17:22"
"L0003833","2025-08-16T21:21:08","Google Ads","CMP0007","Cold Lead","Open","80","11-50","E‑commerce","Sales Lead","India","Social","True","okljwz@example.com","+1-969-985-5478","EN-009","2025-08-23T12:14:38"
"L0003834","2025-08-04T17:15:18","Google Ads","CMP0020","Campaign Qualified","Open","31","11-50","FinTech","CMO","US","SMS","True","hsazwh@example.com","+1-543-722-6953","EN-013","2025-08-14T23:35:15"
"L0003835","2025-05-25T18:02:16","Google Ads","CMP0016","Cold Lead","Converted","40","5000+","HealthTech","Marketing Manager","EU","Email","False","ahvvjo@example.com","+1-415-927-5671","EN-012","2025-05-31T06:29:53"
"L0003836","2025-06-08T01:19:23","Outbound","CMP0015","Cold Lead","Open","52","1001-5000","FinTech","Engineer","MEA","Web","True","ixsqlm@example.com","+1-285-575-5185","EN-003","2025-07-28T20:19:52"
"L0003837","2025-08-14T15:37:32","Google Ads","CMP0029","Cold Lead","Converted","84","1001-5000","Media","Founder","US","Social","True","wlqfpu@example.com","+1-413-358-4544","EN-019","2025-08-26T21:44:07"
"L0003838","2025-07-26T06:18:50","Outbound","CMP0009","General Inquiry","Qualified","67","51-200","Manufacturing","Founder","EU","Social","False","krawln@example.com","+1-639-207-8323","EN-013","2025-08-09T08:56:36"
"L0003839","2025-06-26T01:05:10","Google Ads","CMP0005","Cold Lead","Converted","40","1-10","Media","Sales Lead","US","Social","True","joegge@example.com","+1-835-797-9197","EN-011","2025-07-07T09:31:57"
"L0003840","2025-05-18T05:18:55","Google Ads","CMP0014","Cold Lead","Converted","53","1-10","Manufacturing","Marketing Manager","EU","Social","True","wrjduh@example.com","+1-725-810-5600","EN-013","2025-08-04T05:16:18"
"L0003841","2025-08-04T23:14:30","LinkedIn","CMP0023","Campaign Qualified","New","47","201-1000","Manufacturing","Engineer","US","Web","False","gdhdia@example.com","+1-748-573-2030","EN-003","2025-08-13T17:10:00"
"L0003842","2025-06-29T11:35:40","Event","CMP0030","Campaign Qualified","Qualified","45","51-200","SaaS","Engineer","APAC","SMS","False","fvirzt@example.com","+1-775-223-4738","EN-005","2025-08-09T09:12:42"
"L0003843","2025-05-01T13:19:52","Website","CMP0016","Cold Lead","Qualified","79","51-200","SaaS","Marketing Manager","MEA","Web","False","rworff@example.com","+1-552-366-1587","EN-004","2025-08-10T11:15:10"
"L0003844","2025-08-15T22:08:13","Google Ads","CMP0013","General Inquiry","New","32","5000+","Media","Sales Lead","EU","Email","True","vxkwsq@example.com","+1-865-552-4993","EN-012","2025-08-17T18:46:35"
"L0003845","2025-08-15T19:38:13","Outbound","CMP0019","Cold Lead","Open","92","201-1000","E‑commerce","Engineer","MEA","Social","True","gknqou@example.com","+1-553-323-6649","EN-004","2025-08-16T12:37:32"
"L0003846","2025-08-22T10:14:42","Website","CMP0009","Campaign Qualified","Open","76","1-10","SaaS","Marketing Manager","LATAM","Call","True","nemzws@example.com","+1-640-214-1672","EN-003","2025-08-23T21:44:54"
"L0003847","2025-05-18T07:11:58","LinkedIn","CMP0030","General Inquiry","Open","81","5000+","E‑commerce","Engineer","US","Email","True","xnoisq@example.com","+1-396-817-4674","EN-017","2025-06-06T23:25:45"
"L0003848","2025-05-29T19:34:38","LinkedIn","CMP0004","Cold Lead","Open","50","201-1000","Retail","Marketing Manager","LATAM","Ads","False","ciccix@example.com","+1-653-871-2677","EN-015","2025-08-02T05:44:32"
"L0003849","2025-06-09T09:25:47","Event","CMP0009","Campaign Qualified","Converted","57","1-10","HealthTech","Procurement","MEA","Ads","True","xeqtsx@example.com","+1-693-431-6584","EN-012","2025-08-12T22:08:58"
"L0003850","2025-08-04T00:39:11","Website","CMP0016","Campaign Qualified","New","31","1-10","Retail","Sales Lead","APAC","Email","True","uziiyj@example.com","+1-665-826-8751","EN-005","2025-08-05T12:48:35"
"L0003851","2025-08-06T10:54:43","Outbound","CMP0025","General Inquiry","Open","49","51-200","Manufacturing","Sales Lead","US","SMS","True","nyowra@example.com","+1-513-766-3047","EN-002","2025-08-28T15:03:11"
"L0003852","2025-06-02T20:04:11","Referral","CMP0025","Cold Lead","Open","69","51-200","Retail","Marketing Manager","India","SMS","False","bqbzve@example.com","+1-899-710-6650","EN-010","2025-06-21T21:34:14"
"L0003853","2025-07-03T00:25:52","LinkedIn","CMP0016","Cold Lead","Qualified","85","1-10","Manufacturing","CMO","MEA","Call","True","mnoqix@example.com","+1-392-784-8943","EN-018","2025-07-28T19:31:43"
"L0003854","2025-07-26T21:38:48","Google Ads","CMP0023","Cold Lead","Unqualified","37","51-200","E‑commerce","Marketing Manager","APAC","Ads","False","auefdq@example.com","+1-858-946-2846","EN-009","2025-08-03T15:06:14"
"L0003855","2025-08-03T20:48:08","LinkedIn","CMP0029","Cold Lead","Open","52","1-10","Manufacturing","Procurement","MEA","Ads","False","irdmfs@example.com","+1-223-464-2874","EN-014","2025-08-28T12:11:11"
"L0003856","2025-08-22T22:30:11","Website","CMP0023","Campaign Qualified","New","56","1001-5000","Manufacturing","Founder","APAC","Web","True","waamws@example.com","+1-608-329-5391","EN-001","2025-08-26T00:31:51"
"L0003857","2025-05-25T17:56:27","Google Ads","CMP0027","Campaign Qualified","Converted","32","1-10","FinTech","Sales Lead","EU","Social","True","iopeia@example.com","+1-345-930-7557","EN-016","2025-06-10T01:41:59"
"L0003858","2025-05-13T23:46:57","Google Ads","CMP0012","Campaign Qualified","Unqualified","71","51-200","Media","Sales Lead","EU","Call","True","yiuflu@example.com","+1-871-808-1702","EN-008","2025-07-29T05:35:13"
"L0003859","2025-05-23T14:43:27","Outbound","CMP0017","General Inquiry","New","45","5000+","Retail","Procurement","EU","Social","True","nefppl@example.com","+1-687-761-4401","EN-001","2025-06-02T13:24:44"
"L0003860","2025-06-07T16:46:50","Website","CMP0012","Campaign Qualified","New","56","51-200","Retail","Procurement","LATAM","Call","False","vnroiq@example.com","+1-954-413-4144","EN-004","2025-07-30T17:25:57"
"L0003861","2025-06-17T09:00:55","Google Ads","CMP0001","Cold Lead","New","50","1-10","Manufacturing","Engineer","MEA","Social","True","yyaysx@example.com","+1-937-586-4027","EN-005","2025-08-05T05:57:39"
"L0003862","2025-07-31T02:18:30","Google Ads","CMP0016","Campaign Qualified","New","44","1-10","SaaS","Procurement","LATAM","Social","True","wnccel@example.com","+1-376-770-9999","EN-012","2025-08-23T07:48:28"
"L0003863","2025-05-13T01:41:57","Website","CMP0018","Cold Lead","Qualified","59","201-1000","Media","Founder","LATAM","SMS","False","elgsev@example.com","+1-630-829-9609","EN-002","2025-06-21T16:53:08"
"L0003864","2025-05-27T22:14:59","Google Ads","CMP0015","Cold Lead","Unqualified","55","1001-5000","Retail","Sales Lead","MEA","Social","True","ablhvo@example.com","+1-414-937-2170","EN-015","2025-06-30T09:48:21"
"L0003865","2025-07-13T09:30:55","Referral","CMP0025","General Inquiry","New","52","1001-5000","FinTech","CMO","India","Email","True","hrrfcd@example.com","+1-789-888-1453","EN-015","2025-07-26T23:19:55"
"L0003866","2025-08-08T00:45:19","Partner","CMP0006","Campaign Qualified","Unqualified","45","11-50","HealthTech","Marketing Manager","MEA","SMS","True","arrupc@example.com","+1-926-695-4657","EN-009","2025-08-26T00:47:15"
"L0003867","2025-05-28T03:09:05","Referral","CMP0030","General Inquiry","New","66","1001-5000","Manufacturing","Procurement","India","Email","True","acubvr@example.com","+1-807-716-7712","EN-005","2025-06-09T11:39:17"
"L0003868","2025-05-04T18:13:45","Partner","CMP0018","General Inquiry","Open","93","201-1000","EdTech","CMO","India","Web","True","gtejny@example.com","+1-860-263-3213","EN-019","2025-05-12T21:05:43"
"L0003869","2025-05-14T14:40:43","Partner","CMP0023","Cold Lead","Open","62","1-10","Manufacturing","Founder","MEA","Ads","False","lztghz@example.com","+1-640-602-7859","EN-010","2025-08-07T16:50:02"
"L0003870","2025-08-11T02:12:15","Google Ads","CMP0022","Campaign Qualified","Open","79","51-200","SaaS","CMO","EU","Ads","True","gnssvi@example.com","+1-337-658-7650","EN-012","2025-08-12T00:09:44"
"L0003871","2025-07-16T07:22:53","Website","CMP0002","Campaign Qualified","Unqualified","32","5000+","Manufacturing","Sales Lead","LATAM","Call","True","vtqkgz@example.com","+1-377-802-3011","EN-020","2025-07-28T21:55:47"
"L0003872","2025-07-05T07:27:05","Google Ads","CMP0029","Campaign Qualified","Qualified","63","51-200","HealthTech","CMO","LATAM","Web","False","bgfadf@example.com","+1-655-932-8651","EN-002","2025-08-12T19:19:14"
"L0003873","2025-05-24T03:54:52","Google Ads","CMP0027","Campaign Qualified","Open","38","1-10","E‑commerce","Procurement","MEA","Call","True","kjpofq@example.com","+1-256-537-6581","EN-013","2025-07-10T11:43:51"
"L0003874","2025-06-01T23:17:53","LinkedIn","CMP0015","Cold Lead","New","30","5000+","Media","Procurement","APAC","Social","True","mtybli@example.com","+1-609-512-7857","EN-015","2025-08-13T10:14:40"
"L0003875","2025-05-22T19:56:53","LinkedIn","CMP0008","Campaign Qualified","Converted","45","1001-5000","HealthTech","Sales Lead","US","SMS","False","xpanqm@example.com","+1-213-260-3548","EN-012","2025-06-12T18:01:44"
"L0003876","2025-08-11T12:08:27","Google Ads","CMP0006","Cold Lead","Unqualified","83","201-1000","SaaS","CMO","APAC","Social","True","gbwuye@example.com","+1-234-275-4667","EN-019","2025-08-14T18:34:14"
"L0003877","2025-05-14T20:50:04","Referral","CMP0021","General Inquiry","Converted","79","11-50","HealthTech","Sales Lead","US","Call","True","swyygd@example.com","+1-400-427-1853","EN-001","2025-06-13T13:18:29"
"L0003878","2025-06-09T13:33:49","Website","CMP0023","Campaign Qualified","New","64","51-200","SaaS","Founder","MEA","Social","True","hmhnbk@example.com","+1-806-900-9389","EN-017","2025-08-20T06:14:01"
"L0003879","2025-05-31T14:49:58","LinkedIn","CMP0023","Campaign Qualified","New","29","11-50","SaaS","Engineer","EU","SMS","False","ppaugi@example.com","+1-888-771-4054","EN-001","2025-08-20T21:34:42"
"L0003880","2025-06-02T23:49:56","Event","CMP0025","Campaign Qualified","Unqualified","56","1001-5000","FinTech","Sales Lead","LATAM","Social","True","qetioe@example.com","+1-701-496-6182","EN-008","2025-07-16T02:04:39"
"L0003881","2025-06-21T18:12:18","Website","CMP0024","Campaign Qualified","Open","66","1001-5000","SaaS","Procurement","APAC","SMS","False","fqkyyz@example.com","+1-432-320-3387","EN-009","2025-08-11T02:19:09"
"L0003882","2025-06-16T09:02:59","Event","CMP0018","General Inquiry","New","63","201-1000","SaaS","Sales Lead","India","Ads","False","igrthf@example.com","+1-338-438-8143","EN-013","2025-06-23T08:50:59"
"L0003883","2025-07-20T22:37:07","Website","CMP0012","Campaign Qualified","New","23","5000+","E‑commerce","Procurement","India","SMS","True","rfsghd@example.com","+1-215-457-6826","EN-005","2025-08-03T13:07:09"
"L0003884","2025-05-29T06:30:10","Google Ads","CMP0002","Campaign Qualified","Open","42","201-1000","HealthTech","Procurement","India","Web","True","yqtsgq@example.com","+1-761-988-8787","EN-013","2025-06-20T10:56:27"
"L0003885","2025-08-27T09:27:36","LinkedIn","CMP0023","Campaign Qualified","Unqualified","58","11-50","FinTech","Founder","India","Social","True","wuookj@example.com","+1-360-688-1029","EN-011","2025-08-28T21:04:15"
"L0003886","2025-05-06T13:42:44","Event","CMP0016","Campaign Qualified","New","70","5000+","HealthTech","Procurement","EU","Email","True","aapvco@example.com","+1-251-780-3841","EN-018","2025-06-08T06:00:10"
"L0003887","2025-05-22T19:37:29","Event","CMP0030","Campaign Qualified","Unqualified","16","1001-5000","Media","Procurement","US","Ads","True","xcnvlh@example.com","+1-256-280-7454","EN-006","2025-07-16T10:53:43"
"L0003888","2025-05-28T02:07:55","Google Ads","CMP0030","Cold Lead","Open","56","11-50","Media","Founder","LATAM","SMS","True","creyxt@example.com","+1-252-568-9995","EN-007","2025-08-27T21:56:33"
"L0003889","2025-05-27T20:11:55","Event","CMP0008","Campaign Qualified","Qualified","62","1001-5000","Media","Marketing Manager","APAC","Ads","True","kevzyk@example.com","+1-259-519-8951","EN-006","2025-07-25T00:02:40"
"L0003890","2025-06-19T18:32:56","Google Ads","CMP0005","Campaign Qualified","New","76","1001-5000","SaaS","Founder","US","Call","False","fzyzlb@example.com","+1-652-944-1423","EN-014","2025-08-03T08:27:54"
"L0003891","2025-05-09T17:37:59","LinkedIn","CMP0008","Campaign Qualified","New","73","1001-5000","HealthTech","Marketing Manager","US","Web","True","vjvfum@example.com","+1-276-564-2981","EN-018","2025-06-02T14:54:17"
"L0003892","2025-06-15T14:22:44","Outbound","CMP0009","General Inquiry","Qualified","71","5000+","E‑commerce","Marketing Manager","US","Call","False","lwowaf@example.com","+1-793-868-2731","EN-012","2025-08-18T13:00:30"
"L0003893","2025-07-05T00:19:11","Outbound","CMP0005","Cold Lead","Open","44","1001-5000","EdTech","Engineer","US","Web","True","lsecsw@example.com","+1-345-466-4832","EN-010","2025-07-16T12:25:30"
